id,premise,hypothesis,lang_abv,language,label
c4d3ade323,"from generation to generation (Michiko Kakutani, the New York Times ). A few, like Pearl K. Bell in the Wall Street Journal , find a surfeit of sweetly obedient docility in the novel and say parts are perilously at the edge of sentimentality.",The readers were fans of the author and looked forward to reading their new novel.,en,English,1
76d15f6ddf,"By the time he reached sixty, in 1895, Skeat gave the impression that he was beginning to take these matters less seriously.","When Skeat reached sixty, he gave no sign that he was thinking of anything.",es,Spanish,2
d4c9407b26,A brand new legal order desperately wanted to get away from the turmoil of the 1860s.,The new legal order sought to expand workers' rights.,tr,Turkish,1
92bbed0189,"First let me close by answering the question I will be asked by email, so I know, are you serious?",I'm definitely going to get hundreds of emails asking if I'm serious about this.,tr,Turkish,1
936857a86d,"In 392 the Emperor Theodosius proclaimed Christianity to be the official religion of the Roman Empire, and on his death in 395 the empire was split once more, between his two sons, and was never again to be reunited.","The empire was split between two sons, who fought endlessly, and so the empire was never again reunited.",en,English,1
b4fe1af370,Spock did not cure American mothers and fathers of their impossible dream of being professional parents equipped with the developmentally correct answers.,American parents often dream of being professional parents.,en,English,0
d353d803b2,yeah uh yeah absolutely and the credit union has nine percent interest so yeah so that's,High interest rates increase the debt of the average individual.,en,English,1
687affaacd,uh high humidity,Cold and dry.,en,English,2
803b3f1162,uh-huh how about any matching programs,Is there a matching program? ,en,English,0
8e21c96771,"I have been visiting an old woman in the village, she explained, ""and as Lawrence told me you were with Monsieur Poirot I thought I would call for you.""",There is an old woman in the village that I have been visiting. ,en,English,0
d7288d1759,We lived on 85 Mallard Creek where 485 is now because ten years ago we had to move because of 485.,We lived there in the green house.,bg,Bulgarian,1
eafe040cc5,"In addition, Indiana residents can benefit from tax reductions thanks to the Indiana tax credit which is applied directly on the net income of the tax return.",Indiana does not offer tax credits.,fr,French,2
32889edae2,"The purpose of the Self-Inspection process was to provide programs a means to verify, by reviewing a sample of cases, that their 1999 CSR data satisfies LSC's standards for accuracy.",The Self-Inspection process has no other purpose than to hurt legitimacy of cases.,en,English,2
1dd37cee5a,i'm on i'm in the Plano school system and living in Richardson and there is a real dichotomy in terms of educational and economic background of the kids that are going to be attending this school,The Plano school system only has children with poor intelligence.,en,English,2
c53d8ca760,"As you like it, newspapers in Colorado Springs threaten local interests.",What do you think about national newspapers and their global distribution?,ru,Russian,2
e010c79cbd,I am not.,I am.,en,English,2
b5fe95176b,He celebrated the fact by announcing that the capital would be moved from Calcutta to a whole new city to be built in Delhi.,Citizens were thrilled about the new capital city. ,en,English,1
7040e67e80,I hope to hear from you soon.,I hope you will call me tomorrow.,sw,Swahili,1
0e7c834281,"Recently, however, I have settled down and become decidedly less experimental.",I have lost my experimental nature due to old age.,en,English,1
db2a7a4c3b,He also ordered Secretary Rumsfeld to develop a military plan against the Taliban.,No one ordered a military plan.,zh,Chinese,2
aad5944517,"Regarding KSM's assistance to Al Qaeda, see Intelligence Reports, KSM Interrogated, 12 July 2003 (two reports).",The intelligence report on KSM is over 500 pages long.,hi,Hindi,1
52861714fe,Why shouldn't he be? ,He doesn't actually want to be that way.,en,English,1
7aec1504a3,evaluation questions.,Only statements of the evaluation are available.,en,English,2
ac0b88ca9f,I am asserting my membership in the club of Old Geezers.,I am asserting my membership in the club of Old Geezers because I am 95.,en,English,1
f3edafafbd,We rely on you and other generous friends to provide the remaining 38 percent.,62% is already covered and we hope you cover the rest.,ru,Russian,0
8085f29c7b,"A new treatment for tuberculosis could save 10 million lives in the next decade, the World Health Organization says.",The World Health Organization has developed a strategy that could save millions from TB.,zh,Chinese,0
eae8423ed0,"Although a mile long, its name is misleading because it is not one street but several different streets.",It is a mile long.,en,English,0
978ce6c1fb,"Also, other sorbent-based approaches in development may prove in time to be preferable to ACI, making the use of ACI only a conservative assumption.",Sorbent-based approaches in development may be preferable to ACl.,en,English,0
5bcaed4573,Chorrelfoix is ​​part of the Lawrence Heights down to the Saguenay River and was a destination for fur traders in search of fur.,The Saguenay River was part of the fur trade.,ar,Arabic,0
1d7092698b, He found himself thinking in circles of worry and pulled himself back to his problem.,He could not afford to get distracted from his problem.,en,English,1
e6737d4fe3, the winged Victory of Samothrace and the beautifully proportioned Venus de Milo.,The Venus de Milo has better proportions than the Victory of Samothrace.,en,English,1
271999e870,"What's truly striking, though, is that Jobs has never really let this idea go.",Jobs clung to an idea.,en,English,0
743604f49b,"Generally, FGD systems tend to be constructed closer to the ground compared to SCR technology retrofits.",FGD systems are usually constructed closer to ground in comparison to SCR technology.,en,English,0
dc9a59074b,"On a December day in 1917, British General Allenby rode up to Jaffa Gate and dismounted from his horse because he would not ride where Jesus walked; he then accepted the surrender of the city after the Ottoman Turks had fled (the flag of surrender was a bed-sheet from the American Colony Hotel).","In 1917, the Brittish General Allenby surrendered the city using a bed-sheet.",en,English,2
1a0e4ccf7b,From the Index: Average number of public school students expelled each school day last year for gun  34.,The number of school students expelled is dependent on the availability of guns.,en,English,1
f5fa35c572,"She hardly needs to mention it--the media bring it up anyway--but she invokes it subtly, alluding (as she did on two Sunday talk shows) to women who drive their daughters halfway across the state to shake my hand, a woman they dare to believe in.","She hardly needs to mention it, as her friends like to do it for her",en,English,1
